multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad
1754,6611172,2023-02-19,10:14,89.0,60,AV SIEMPRE VIVA,R02,APELADA,29.0,32.0
1761,GCP332,2020-08-02,09:12,89.0,40,AV SIEMPRE VIVA,R01,APELADA,49.0,51.0
1766,GN64OTP,2022-06-28,15:04,123.0,60,AV LIBERTADOR,R01,PAGADA,63.0,66.0
1767,AWS167,2022-10-30,10:15,128.0,80,AV LIBERTADOR,R02,APELADA,48.0,52.0
1770,VTIIAHV,2020-08-04,09:12,143.0,80,RUTA 9,R03,APELADA,63.0,67.0
1790,CT5B876,2023-03-24,15:05,59.0,40,AV LIBERTADOR,R03,PAGADA,19.0,21.0
1812,MX60NZA,2020-08-25,15:06,83.0,60,AV LIBERTADOR,R02,APELADA,23.0,26.0
1828,810TCH,2023-03-25,09:14,160.0,80,AV LIBERTADOR,R01,IMPAGA,80.0,84.0
1832,J1S1,2022-05-31,09:14,48.0,40,RUTA 9,R02,APELADA,8.0,10.0
1847,BHRP770,2021-04-07,09:16,67.0,40,RUTA 9,R03,APELADA,27.0,29.0
1848,DK414N,2020-05-28,09:16,81.0,40,AV SIEMPRE VIVA,R01,PAGADA,41.0,43.0
1854,YLO8WUE,2020-02-01,10:19,98.0,80,AV LIBERTADOR,R02,IMPAGA,18.0,22.0
1861,CD05601,2022-05-18,15:07,120.0,60,RUTA 9,R03,IMPAGA,60.0,63.0
1892,WU341A,2023-04-15,19:20,109.0,80,AV LIBERTADOR,R01,IMPAGA,29.0,33.0
1910,HAMSTUR,2020-09-16,19:21,111.0,40,AV LIBERTADOR,R03,APELADA,71.0,73.0
1915,MVU4688,2022-06-01,15:10,79.0,60,AV SIEMPRE VIVA,R02,APELADA,19.0,22.0
1920,GN64OTP,2022-06-18,15:10,99.0,80,AV SIEMPRE VIVA,R02,IMPAGA,19.0,23.0
1926,WU341A,2021-07-23,10:21,42.0,40,RUTA 9,R01,PAGADA,2.0,4.0
1936,GOOGLE,2021-08-20,09:20,129.0,80,AV LIBERTADOR,R02,IMPAGA,49.0,53.0
1947,RFH373,2023-05-21,19:22,74.0,60,AV SIEMPRE VIVA,R03,IMPAGA,14.0,17.0
1955,0695DVH,2021-12-05,19:23,139.0,60,AV LIBERTADOR,R01,PAGADA,79.0,82.0
1970,VY90540,2022-02-13,09:21,116.0,60,RUTA 9,R02,PAGADA,56.0,59.0
1979,HAMSTUR,2021-01-23,10:23,107.0,40,RUTA 9,R02,APELADA,67.0,69.0
1981,GN64OTP,2021-05-03,10:23,107.0,40,AV LIBERTADOR,R01,PAGADA,67.0,69.0
1989,W326AVE,2022-10-12,15:12,109.0,40,AV LIBERTADOR,R03,APELADA,69.0,71.0
2000,CT5B876,2021-06-20,19:25,86.0,40,RUTA 9,R01,APELADA,46.0,48.0
2002,HF3461,2021-04-10,10:24,100.0,80,RUTA 9,R01,APELADA,20.0,24.0
2005,810TCH,2021-08-18,09:22,64.0,40,AV SIEMPRE VIVA,R01,APELADA,24.0,26.0
2008,W326AVE,2022-09-19,15:13,93.0,60,AV LIBERTADOR,R02,APELADA,33.0,36.0
2011,990XYK,2020-07-18,09:22,118.0,80,RUTA 9,R03,IMPAGA,38.0,42.0
2012,NHZ1002,2021-05-05,19:26,128.0,80,RUTA 9,R01,IMPAGA,48.0,52.0
2014,AWS167,2021-03-15,15:13,159.0,80,AV LIBERTADOR,R01,IMPAGA,79.0,83.0
2019,UM96201,2023-06-23,09:22,112.0,40,AV SIEMPRE VIVA,R02,APELADA,72.0,74.0
2042,XIIUME,2022-09-11,09:23,81.0,60,AV LIBERTADOR,R01,PAGADA,21.0,24.0
2050,0695DVH,2023-07-05,15:14,116.0,60,AV LIBERTADOR,R01,IMPAGA,56.0,59.0
2060,VNK296GP,2023-10-26,19:29,149.0,80,RUTA 9,R02,PAGADA,69.0,73.0
2065,PIW4215,2020-07-31,09:25,85.0,60,AV LIBERTADOR,R01,PAGADA,25.0,28.0
2078,NHZ1002,2021-01-06,19:30,111.0,60,AV SIEMPRE VIVA,R01,IMPAGA,51.0,54.0
2084,UW3932,2023-01-09,09:26,39.0,40,RUTA 9,R02,APELADA,-1.0,1.0
2088,B81JKY,2020-07-02,15:15,107.0,80,AV LIBERTADOR,R01,PAGADA,27.0,31.0
2091,41RSTZ,2021-03-01,19:30,85.0,80,AV LIBERTADOR,R03,APELADA,5.0,9.0
2102,810TCH,2023-12-25,15:16,60.0,40,AV LIBERTADOR,R01,PAGADA,20.0,22.0
2107,BB8986,2021-09-29,10:27,91.0,80,RUTA 9,R02,APELADA,11.0,15.0
2120,2999961,2022-08-03,09:27,139.0,60,RUTA 9,R02,APELADA,79.0,82.0
2123,J1S1,2021-04-06,19:30,44.0,40,AV SIEMPRE VIVA,R01,IMPAGA,4.0,6.0
2128,6NCE831,2021-12-28,09:27,141.0,80,AV SIEMPRE VIVA,R02,IMPAGA,61.0,65.0
2141,HK06YMX,2022-03-15,10:29,149.0,80,AV LIBERTADOR,R01,IMPAGA,69.0,73.0
2154,FD1475,2020-04-21,10:30,82.0,60,RUTA 9,R02,PAGADA,22.0,25.0
2170,BB8986,2023-05-07,09:29,97.0,80,AV LIBERTADOR,R02,APELADA,17.0,21.0
2175,8B90638,2020-10-16,19:32,114.0,40,AV LIBERTADOR,R03,IMPAGA,74.0,76.0
2182,990XYK,2021-04-17,19:33,123.0,80,RUTA 9,R01,IMPAGA,43.0,47.0
2188,XIIUME,2022-01-23,15:18,129.0,80,AV LIBERTADOR,R02,IMPAGA,49.0,53.0
2192,589222,2024-01-11,10:31,89.0,60,AV SIEMPRE VIVA,R02,PAGADA,29.0,32.0
2197,VTIIAHV,2021-07-18,10:31,116.0,40,RUTA 9,R01,APELADA,76.0,78.0
2201,0695DVH,2021-05-11,10:32,112.0,80,AV LIBERTADOR,R02,IMPAGA,32.0,36.0
2202,MX60NZA,2021-12-18,09:30,96.0,40,RUTA 9,R02,IMPAGA,56.0,58.0
2205,6NCE831,2020-07-05,10:32,103.0,80,AV LIBERTADOR,R02,PAGADA,23.0,27.0
2217,BP717,2023-07-12,09:31,97.0,80,AV LIBERTADOR,R02,APELADA,17.0,21.0
2221,VY90540,2020-04-15,09:31,61.0,60,AV SIEMPRE VIVA,R03,PAGADA,1.0,4.0
2236,409,2023-05-22,19:36,81.0,60,RUTA 9,R02,IMPAGA,21.0,24.0
2237,MPX9357,2020-12-09,15:19,84.0,60,AV LIBERTADOR,R01,APELADA,24.0,27.0
2245,9999868,2022-09-28,10:33,91.0,40,AV LIBERTADOR,R02,IMPAGA,51.0,53.0
2247,WU08YWC,2020-05-03,15:19,74.0,60,AV SIEMPRE VIVA,R03,IMPAGA,14.0,17.0
2248,BM351,2021-08-12,15:19,112.0,60,RUTA 9,R03,PAGADA,52.0,55.0
2253,HAMSTUR,2023-01-30,19:36,61.0,60,AV SIEMPRE VIVA,R01,IMPAGA,1.0,4.0
2260,VNK296GP,2021-04-16,10:34,126.0,60,AV LIBERTADOR,R02,PAGADA,66.0,69.0
2267,GLEN1E,2023-04-02,15:20,109.0,80,AV SIEMPRE VIVA,R03,IMPAGA,29.0,33.0
2271,W326AVE,2021-03-02,09:33,60.0,60,AV SIEMPRE VIVA,R03,PAGADA,0.0,3.0
2274,GE1466,2020-12-11,10:35,122.0,60,RUTA 9,R01,APELADA,62.0,65.0
2276,6NCE831,2020-11-19,15:21,94.0,80,AV LIBERTADOR,R02,IMPAGA,14.0,18.0
2279,0695DVH,2020-10-02,10:35,121.0,60,AV LIBERTADOR,R01,IMPAGA,61.0,64.0
2309,INTIGR8,2022-02-18,09:35,92.0,60,AV SIEMPRE VIVA,R03,APELADA,32.0,35.0
2321,WU08YWC,2022-03-27,09:36,77.0,80,RUTA 9,R03,IMPAGA,-3.0,1.0
2325,WU08YWC,2023-06-28,09:36,103.0,40,RUTA 9,R01,PAGADA,63.0,65.0
2333,BM351,2022-12-18,10:37,50.0,40,AV SIEMPRE VIVA,R03,PAGADA,10.0,12.0
2334,MX60NZA,2023-10-12,15:23,130.0,80,AV LIBERTADOR,R02,APELADA,50.0,54.0
2335,6611172,2020-08-07,10:37,58.0,60,AV LIBERTADOR,R02,IMPAGA,-2.0,1.0
2336,NHZ1002,2023-06-18,10:37,70.0,40,AV SIEMPRE VIVA,R03,IMPAGA,30.0,32.0
2346,TL03GOG,2021-03-21,15:23,120.0,80,AV SIEMPRE VIVA,R02,PAGADA,40.0,44.0
2358,XIIUME,2020-06-15,19:40,114.0,40,RUTA 9,R01,PAGADA,74.0,76.0
2370,RFH373,2022-05-30,10:38,98.0,80,AV SIEMPRE VIVA,R02,IMPAGA,18.0,22.0
2371,GN64OTP,2022-11-05,10:38,93.0,80,AV LIBERTADOR,R03,PAGADA,13.0,17.0
2381,INTIGR8,2020-06-30,10:38,97.0,40,RUTA 9,R03,PAGADA,57.0,59.0
2391,AI7OVF,2023-09-28,15:25,140.0,60,RUTA 9,R02,PAGADA,80.0,83.0
2393,BHRP770,2020-12-08,09:38,61.0,40,AV SIEMPRE VIVA,R03,IMPAGA,21.0,23.0
2397,M431ZW,2023-05-02,15:26,118.0,80,AV LIBERTADOR,R02,IMPAGA,38.0,42.0
2401,WU08YWC,2021-07-25,19:42,146.0,80,RUTA 9,R02,IMPAGA,66.0,70.0
2403,AWS167,2020-11-22,19:43,78.0,40,RUTA 9,R01,PAGADA,38.0,40.0
2419,HK06YMX,2022-02-17,10:39,100.0,80,AV LIBERTADOR,R01,PAGADA,20.0,24.0
2425,WU08YWC,2023-11-26,09:39,117.0,40,RUTA 9,R02,IMPAGA,77.0,79.0
2433,NTHGLFT,2023-02-02,19:45,92.0,40,AV SIEMPRE VIVA,R03,IMPAGA,52.0,54.0
2437,6611172,2022-04-23,15:27,50.0,40,AV SIEMPRE VIVA,R03,IMPAGA,10.0,12.0
2441,TL03GOG,2022-05-07,19:45,77.0,40,AV LIBERTADOR,R01,PAGADA,37.0,39.0
2446,990XYK,2020-08-03,09:40,102.0,80,RUTA 9,R01,APELADA,22.0,26.0
2447,831MDB,2023-01-28,09:40,133.0,80,AV LIBERTADOR,R02,APELADA,53.0,57.0
2450,831MDB,2022-12-01,10:40,126.0,80,AV SIEMPRE VIVA,R02,PAGADA,46.0,50.0
2465,MPX9357,2021-09-14,09:42,106.0,40,AV LIBERTADOR,R01,IMPAGA,66.0,68.0
2468,PIW4215,2020-04-01,15:28,63.0,60,AV SIEMPRE VIVA,R02,APELADA,3.0,6.0
2476,5777770,2021-06-11,19:46,94.0,40,AV SIEMPRE VIVA,R01,APELADA,54.0,56.0
2484,CBMUK,2021-10-29,15:28,109.0,80,AV SIEMPRE VIVA,R02,IMPAGA,29.0,33.0
2489,GLEN1E,2020-12-23,09:43,70.0,40,RUTA 9,R03,PAGADA,30.0,32.0
2494,AWS167,2020-08-04,10:42,62.0,60,RUTA 9,R02,IMPAGA,2.0,5.0
2504,691XC80,2022-09-07,09:43,114.0,40,RUTA 9,R01,IMPAGA,74.0,76.0
2509,MX60NZA,2023-12-02,10:42,106.0,40,AV LIBERTADOR,R01,IMPAGA,66.0,68.0
2512,AI7OVF,2022-02-22,10:43,81.0,40,AV LIBERTADOR,R03,IMPAGA,41.0,43.0
2520,AI7OVF,2021-03-09,09:44,112.0,40,AV SIEMPRE VIVA,R02,PAGADA,72.0,74.0
2523,UM96201,2021-08-19,09:44,64.0,40,RUTA 9,R03,APELADA,24.0,26.0
2530,UM96201,2023-09-23,10:43,123.0,80,AV LIBERTADOR,R02,APELADA,43.0,47.0
2534,DK414N,2022-05-27,09:45,110.0,40,AV LIBERTADOR,R03,APELADA,70.0,72.0
2543,XIIUME,2021-07-05,10:44,106.0,80,AV SIEMPRE VIVA,R01,IMPAGA,26.0,30.0
2544,WEFLYN,2021-03-15,15:30,121.0,80,AV LIBERTADOR,R02,IMPAGA,41.0,45.0
2549,BX55DOG,2022-07-23,19:49,93.0,40,AV SIEMPRE VIVA,R01,APELADA,53.0,55.0
2562,81ZFJD,2020-08-14,15:31,89.0,80,RUTA 9,R01,PAGADA,9.0,13.0
2567,FD1475,2022-11-15,09:46,110.0,60,AV SIEMPRE VIVA,R02,PAGADA,50.0,53.0
2578,HF58HXP,2022-09-29,10:45,134.0,60,AV LIBERTADOR,R02,APELADA,74.0,77.0
2601,TL03GOG,2021-05-27,19:51,65.0,40,AV LIBERTADOR,R02,PAGADA,25.0,27.0
2603,9999868,2022-11-01,09:47,130.0,80,AV LIBERTADOR,R03,APELADA,50.0,54.0
2608,3646HBH,2020-12-07,19:51,69.0,60,AV LIBERTADOR,R02,APELADA,9.0,12.0
2610,CBMUK,2021-08-28,10:47,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,31.0
2619,81ZFJD,2020-03-06,10:47,129.0,60,AV SIEMPRE VIVA,R01,APELADA,69.0,72.0
2634,HF58HXP,2023-12-30,19:52,97.0,40,AV SIEMPRE VIVA,R02,PAGADA,57.0,59.0
2639,5777770,2021-09-08,10:48,78.0,40,AV LIBERTADOR,R03,IMPAGA,38.0,40.0
2652,OUTSTDN,2022-05-29,19:54,101.0,40,RUTA 9,R02,APELADA,61.0,63.0
2660,0695DVH,2024-01-05,09:50,46.0,40,RUTA 9,R03,PAGADA,6.0,8.0
2664,0695DVH,2020-03-04,19:54,135.0,80,AV SIEMPRE VIVA,R03,PAGADA,55.0,59.0
2667,T0YDR,2021-08-19,19:54,144.0,80,RUTA 9,R03,APELADA,64.0,68.0
2673,UW3932,2022-11-13,15:34,60.0,60,RUTA 9,R01,PAGADA,0.0,3.0
2682,BM351,2023-08-10,19:56,79.0,80,AV SIEMPRE VIVA,R01,PAGADA,-1.0,3.0
2687,YLO8WUE,2021-06-23,09:50,148.0,80,RUTA 9,R03,IMPAGA,68.0,72.0
2703,990XYK,2021-10-19,19:57,83.0,80,AV LIBERTADOR,R02,IMPAGA,3.0,7.0
2709,CD05601,2021-10-29,15:35,83.0,80,RUTA 9,R03,PAGADA,3.0,7.0
2713,NHZ1002,2020-07-31,10:51,128.0,60,AV LIBERTADOR,R03,PAGADA,68.0,71.0
2719,HAMSTUR,2021-04-30,19:57,60.0,60,RUTA 9,R03,PAGADA,0.0,3.0
2752,589222,2021-11-18,09:54,40.0,40,RUTA 9,R03,IMPAGA,0.0,2.0
2755,UM96201,2020-04-20,09:54,67.0,40,AV LIBERTADOR,R02,IMPAGA,27.0,29.0
2756,BB8986,2024-01-01,15:37,104.0,40,AV LIBERTADOR,R03,PAGADA,64.0,66.0
2757,FVIOUHP,2023-10-23,15:37,109.0,40,AV LIBERTADOR,R02,APELADA,69.0,71.0
2761,GLEN1E,2021-10-09,19:58,105.0,40,RUTA 9,R03,IMPAGA,65.0,67.0
2764,BP717,2023-07-26,10:53,103.0,60,AV LIBERTADOR,R03,IMPAGA,43.0,46.0
2765,589222,2022-09-09,15:38,112.0,80,RUTA 9,R01,IMPAGA,32.0,36.0
2786,UM96201,2021-02-02,09:54,99.0,40,AV LIBERTADOR,R03,APELADA,59.0,61.0
2791,8B90638,2021-02-20,19:59,125.0,60,AV LIBERTADOR,R01,PAGADA,65.0,68.0
2796,MPX9357,2020-10-21,15:39,116.0,60,AV LIBERTADOR,R03,PAGADA,56.0,59.0
2811,DI2LOT,2022-07-29,09:56,86.0,80,RUTA 9,R01,IMPAGA,6.0,10.0
2820,XIIUME,2020-12-10,20:01,67.0,40,RUTA 9,R02,APELADA,27.0,29.0
2824,B81JKY,2021-09-23,15:40,142.0,80,RUTA 9,R03,PAGADA,62.0,66.0
2836,2999961,2022-10-19,09:58,82.0,80,AV LIBERTADOR,R03,APELADA,2.0,6.0
2842,GE1466,2020-04-14,10:55,62.0,60,AV SIEMPRE VIVA,R01,PAGADA,2.0,5.0
2845,831MDB,2023-01-20,09:58,154.0,80,AV LIBERTADOR,R01,IMPAGA,74.0,78.0
2848,VNK296GP,2020-09-05,15:40,125.0,60,AV LIBERTADOR,R01,IMPAGA,65.0,68.0
2868,PIW4215,2021-12-23,09:59,112.0,60,RUTA 9,R01,IMPAGA,52.0,55.0
2878,M431ZW,2023-04-26,20:03,70.0,60,AV SIEMPRE VIVA,R02,PAGADA,10.0,13.0
2888,41RSTZ,2021-04-21,10:58,99.0,60,RUTA 9,R03,IMPAGA,39.0,42.0
2892,831MDB,2023-05-24,20:03,117.0,60,AV SIEMPRE VIVA,R03,PAGADA,57.0,60.0
2895,5777770,2023-09-30,15:42,85.0,40,AV LIBERTADOR,R03,IMPAGA,45.0,47.0
2907,BX55DOG,2021-11-26,10:00,93.0,60,RUTA 9,R02,IMPAGA,33.0,36.0
2908,3646HBH,2022-11-12,10:59,138.0,80,AV SIEMPRE VIVA,R03,APELADA,58.0,62.0
2910,CD05601,2022-10-25,15:42,102.0,80,RUTA 9,R02,APELADA,22.0,26.0
2911,M431ZW,2023-10-10,10:59,68.0,40,AV SIEMPRE VIVA,R01,IMPAGA,28.0,30.0
2924,WU08YWC,2020-05-10,10:01,130.0,80,AV SIEMPRE VIVA,R03,PAGADA,50.0,54.0
2927,589222,2020-11-14,10:01,55.0,40,AV SIEMPRE VIVA,R03,PAGADA,15.0,17.0
2937,81ZFJD,2023-12-17,10:01,87.0,80,AV LIBERTADOR,R01,PAGADA,7.0,11.0
2942,691XC80,2022-03-02,15:44,123.0,60,AV SIEMPRE VIVA,R01,APELADA,63.0,66.0
2944,NTHGLFT,2022-11-10,20:05,47.0,40,RUTA 9,R02,APELADA,7.0,9.0
2953,INTIGR8,2021-12-26,15:44,154.0,80,AV LIBERTADOR,R02,IMPAGA,74.0,78.0
2957,691XC80,2020-12-05,11:00,135.0,60,AV LIBERTADOR,R02,PAGADA,75.0,78.0
2958,GLEN1E,2021-01-07,10:02,64.0,40,RUTA 9,R03,IMPAGA,24.0,26.0
2965,T0YDR,2020-11-08,11:01,137.0,80,RUTA 9,R03,PAGADA,57.0,61.0
2968,CT5B876,2020-12-14,20:07,58.0,60,AV LIBERTADOR,R03,APELADA,-2.0,1.0
2970,DK414N,2022-01-28,10:02,89.0,40,AV LIBERTADOR,R02,APELADA,49.0,51.0
2984,M20CPR,2022-06-03,10:03,84.0,60,RUTA 9,R01,PAGADA,24.0,27.0
2989,691XC80,2022-10-30,11:01,117.0,60,AV SIEMPRE VIVA,R01,PAGADA,57.0,60.0
2990,INTIGR8,2023-03-15,15:46,110.0,80,AV LIBERTADOR,R01,IMPAGA,30.0,34.0
3001,MX60NZA,2020-05-25,15:46,118.0,60,AV LIBERTADOR,R01,APELADA,58.0,61.0
3002,8B90638,2021-10-24,15:47,88.0,60,AV LIBERTADOR,R03,APELADA,28.0,31.0
3013,FD1475,2020-11-30,11:03,118.0,60,RUTA 9,R02,APELADA,58.0,61.0
3018,GCP332,2023-02-13,10:04,79.0,60,AV LIBERTADOR,R01,PAGADA,19.0,22.0
3023,5777770,2023-05-14,15:47,75.0,40,AV LIBERTADOR,R03,PAGADA,35.0,37.0
3037,GOOGLE,2023-02-22,20:09,86.0,40,AV LIBERTADOR,R02,IMPAGA,46.0,48.0
3053,MVU4688,2021-03-29,10:05,105.0,60,RUTA 9,R03,PAGADA,45.0,48.0
3064,FD1475,2023-09-01,20:10,108.0,80,AV LIBERTADOR,R02,APELADA,28.0,32.0
3066,VY90540,2023-12-11,20:10,102.0,40,AV LIBERTADOR,R02,PAGADA,62.0,64.0
3083,VTIIAHV,2022-10-09,20:11,94.0,60,RUTA 9,R03,PAGADA,34.0,37.0
3087,B81JKY,2022-12-21,20:11,82.0,40,AV LIBERTADOR,R03,IMPAGA,42.0,44.0
3093,INTIGR8,2022-08-22,15:49,107.0,80,AV LIBERTADOR,R02,IMPAGA,27.0,31.0
3095,810TCH,2020-05-06,20:12,48.0,40,AV LIBERTADOR,R02,IMPAGA,8.0,10.0
3100,NTHGLFT,2020-09-30,20:12,90.0,60,AV LIBERTADOR,R01,PAGADA,30.0,33.0
3109,8B90638,2024-01-15,20:13,68.0,60,AV LIBERTADOR,R02,IMPAGA,8.0,11.0
3111,DK414N,2023-10-07,11:05,85.0,40,AV LIBERTADOR,R02,IMPAGA,45.0,47.0
3117,OUTSTDN,2023-02-23,11:06,53.0,40,AV LIBERTADOR,R02,IMPAGA,13.0,15.0
3118,990XYK,2023-09-05,15:50,58.0,60,AV LIBERTADOR,R02,APELADA,-2.0,1.0
3137,NHZ1002,2022-11-26,11:08,65.0,60,AV LIBERTADOR,R02,APELADA,5.0,8.0
3142,HAMSTUR,2022-03-10,15:51,133.0,80,AV SIEMPRE VIVA,R02,APELADA,53.0,57.0
3155,HAMSTUR,2020-06-21,10:08,71.0,40,AV LIBERTADOR,R01,PAGADA,31.0,33.0
3161,FVIOUHP,2024-01-24,20:13,130.0,80,AV SIEMPRE VIVA,R03,IMPAGA,50.0,54.0
3166,BP717,2023-11-21,20:14,107.0,80,AV SIEMPRE VIVA,R02,IMPAGA,27.0,31.0
3168,MPX9357,2020-12-19,20:14,43.0,40,RUTA 9,R01,APELADA,3.0,5.0
3169,J1S1,2021-11-23,11:09,85.0,60,AV LIBERTADOR,R03,APELADA,25.0,28.0
3171,3646HBH,2024-02-03,20:14,131.0,80,AV LIBERTADOR,R01,IMPAGA,51.0,55.0
3176,9999868,2022-06-01,11:09,155.0,80,AV SIEMPRE VIVA,R03,APELADA,75.0,79.0
3177,WU341A,2020-12-21,15:53,103.0,60,RUTA 9,R03,PAGADA,43.0,46.0
3179,GN64OTP,2023-10-27,20:15,65.0,60,RUTA 9,R01,PAGADA,5.0,8.0
3190,691XC80,2020-08-16,11:10,118.0,80,RUTA 9,R03,IMPAGA,38.0,42.0
3195,OUTSTDN,2023-03-22,20:16,157.0,80,AV SIEMPRE VIVA,R01,APELADA,77.0,81.0
3198,YLO8WUE,2021-05-22,11:10,151.0,80,AV LIBERTADOR,R02,PAGADA,71.0,75.0
3203,DI2LOT,2020-10-09,15:54,92.0,80,AV SIEMPRE VIVA,R02,APELADA,12.0,16.0
3208,WEFLYN,2021-05-23,11:11,112.0,60,AV LIBERTADOR,R02,IMPAGA,52.0,55.0
3210,41RSTZ,2022-11-06,10:09,134.0,60,RUTA 9,R01,IMPAGA,74.0,77.0
3219,T0YDR,2020-05-22,20:17,137.0,80,AV LIBERTADOR,R03,IMPAGA,57.0,61.0
3221,BB8986,2021-07-23,20:18,81.0,60,AV LIBERTADOR,R02,APELADA,21.0,24.0
3222,VTIIAHV,2021-07-16,10:10,138.0,80,AV LIBERTADOR,R02,APELADA,58.0,62.0
3225,M431ZW,2020-06-02,10:10,155.0,80,AV SIEMPRE VIVA,R02,PAGADA,75.0,79.0
3228,AI7OVF,2021-02-03,20:18,119.0,60,RUTA 9,R02,PAGADA,59.0,62.0
3231,HF3461,2021-06-29,20:18,101.0,40,AV LIBERTADOR,R03,IMPAGA,61.0,63.0
3235,INTIGR8,2020-03-08,10:11,101.0,60,AV SIEMPRE VIVA,R03,IMPAGA,41.0,44.0
3238,0695DVH,2021-11-26,11:11,116.0,40,AV LIBERTADOR,R02,IMPAGA,76.0,78.0
3242,VY90540,2023-01-19,11:12,94.0,40,AV LIBERTADOR,R02,PAGADA,54.0,56.0
3253,409,2020-04-08,10:11,106.0,80,AV LIBERTADOR,R01,APELADA,26.0,30.0
3259,FVIOUHP,2023-11-15,10:12,159.0,80,AV SIEMPRE VIVA,R02,APELADA,79.0,83.0
3263,GCP332,2022-04-16,11:13,140.0,80,RUTA 9,R03,APELADA,60.0,64.0
3265,NHZ1002,2021-07-04,20:20,110.0,40,AV LIBERTADOR,R02,PAGADA,70.0,72.0
3266,HK06YMX,2022-07-22,10:12,65.0,40,AV LIBERTADOR,R01,IMPAGA,25.0,27.0
3275,WU341A,2023-06-17,10:13,124.0,80,RUTA 9,R03,PAGADA,44.0,48.0
3281,M20CPR,2023-12-25,11:14,94.0,60,AV LIBERTADOR,R02,PAGADA,34.0,37.0
3285,T0YDR,2021-04-16,11:15,87.0,80,AV LIBERTADOR,R01,APELADA,7.0,11.0
3298,HF58HXP,2022-12-05,20:21,75.0,40,AV SIEMPRE VIVA,R02,IMPAGA,35.0,37.0
3305,NTHGLFT,2020-03-08,10:13,154.0,80,AV LIBERTADOR,R03,APELADA,74.0,78.0
3307,TL03GOG,2020-02-01,11:16,139.0,60,AV LIBERTADOR,R03,APELADA,79.0,82.0
3309,DI2LOT,2023-01-05,11:16,99.0,80,RUTA 9,R01,IMPAGA,19.0,23.0
3311,BHRP770,2022-06-01,20:22,90.0,60,AV LIBERTADOR,R02,APELADA,30.0,33.0
3315,6EVY261,2022-02-19,10:14,151.0,80,RUTA 9,R02,PAGADA,71.0,75.0
3320,VNK296GP,2020-09-12,20:22,153.0,80,AV LIBERTADOR,R03,PAGADA,73.0,77.0
3322,WU08YWC,2020-06-21,20:22,100.0,40,AV LIBERTADOR,R02,IMPAGA,60.0,62.0
3328,WEFLYN,2020-12-16,15:56,132.0,80,AV LIBERTADOR,R01,IMPAGA,52.0,56.0
3330,6NCE831,2020-07-05,20:23,78.0,60,AV LIBERTADOR,R03,IMPAGA,18.0,21.0
3333,MX60NZA,2023-05-18,11:17,56.0,40,RUTA 9,R02,PAGADA,16.0,18.0
3336,6NCE831,2023-09-20,20:23,153.0,80,AV LIBERTADOR,R03,IMPAGA,73.0,77.0
3339,T0YDR,2023-12-30,20:23,62.0,40,AV SIEMPRE VIVA,R03,IMPAGA,22.0,24.0
3345,NTHGLFT,2021-03-02,10:16,100.0,40,AV LIBERTADOR,R03,IMPAGA,60.0,62.0
3346,3646HBH,2021-02-16,10:16,106.0,80,RUTA 9,R01,IMPAGA,26.0,30.0
3354,DI2LOT,2020-09-03,11:18,132.0,80,RUTA 9,R03,IMPAGA,52.0,56.0
3355,0695DVH,2020-02-10,15:57,59.0,40,RUTA 9,R02,IMPAGA,19.0,21.0
3360,RFH373,2023-11-25,10:17,64.0,60,RUTA 9,R02,IMPAGA,4.0,7.0
3372,AWS167,2023-03-08,15:57,110.0,40,RUTA 9,R02,PAGADA,70.0,72.0
3373,2999961,2021-03-12,20:24,49.0,40,AV SIEMPRE VIVA,R03,APELADA,9.0,11.0
3374,41RSTZ,2020-11-04,15:58,99.0,60,AV SIEMPRE VIVA,R03,PAGADA,39.0,42.0
3375,AWS167,2022-03-28,11:18,108.0,80,AV LIBERTADOR,R02,IMPAGA,28.0,32.0
3376,GLEN1E,2022-02-10,10:18,83.0,60,AV LIBERTADOR,R03,APELADA,23.0,26.0
3381,B81JKY,2023-08-29,11:19,115.0,80,AV LIBERTADOR,R02,IMPAGA,35.0,39.0
3383,BHRP770,2021-05-12,10:19,39.0,40,AV LIBERTADOR,R03,PAGADA,-1.0,1.0
3386,MPX9357,2023-01-08,20:25,89.0,80,AV SIEMPRE VIVA,R03,APELADA,9.0,13.0
3394,HF3461,2023-12-22,20:25,131.0,60,AV LIBERTADOR,R01,APELADA,71.0,74.0
3408,41RSTZ,2022-07-24,10:20,141.0,80,AV SIEMPRE VIVA,R03,IMPAGA,61.0,65.0
3419,FD1475,2023-12-03,11:21,114.0,40,AV LIBERTADOR,R02,APELADA,74.0,76.0
3430,VNK296GP,2023-06-23,20:26,83.0,60,AV LIBERTADOR,R02,PAGADA,23.0,26.0
3437,GN64OTP,2021-07-18,15:59,111.0,40,AV LIBERTADOR,R03,PAGADA,71.0,73.0
3451,M431ZW,2022-04-29,20:27,97.0,60,AV SIEMPRE VIVA,R02,PAGADA,37.0,40.0
3463,UW3932,2023-02-03,16:00,119.0,80,AV SIEMPRE VIVA,R01,IMPAGA,39.0,43.0
3468,409,2022-08-15,11:22,133.0,60,RUTA 9,R01,IMPAGA,73.0,76.0
